10,44
13,45
17,50
23,54
30,54
39,63
51,63
67,66
88,73
115,73
150,81
195,82
254,82
331,91
431,91
561,96
730,101
949,101
1234,110
1605,110
2087,111
2714,120
3529,120
4588,126
5965,129
7755,129
10082,139
13107,139
17040,141
22152,148
28798,148
37438,155
48670,158
63271,158
82253,167
106929,167
139008,170
180711,177
234925,177
305403,185
397024,186
516132,186
670972,196
872264,196
1133944,200
1474128,205
1916367,205
2491278,214
3238662,215
4210261,215
5473340,224
7115342,224
9249945,229
12024929,234
15632408,234
20322131,243
26418771,243
34344403,245
44647724,253
58042042,253
75454655,259
98091052,262
127518368,262
165773879,271
215506043,272
280157856,274
364205213,281
473466777,281
615506811,289
