10,0
13,1
17,1
23,1
30,1
39,1
51,1
67,2
88,2
115,2
150,2
195,2
254,3
331,3
431,3
561,3
730,3
949,4
1234,4
1605,4
2087,4
2714,5
3529,5
4588,5
5965,6
7755,6
10082,6
13107,6
17040,6
22152,7
28798,7
37438,7
48670,7
63271,7
82253,8
106929,8
139008,8
180711,8
234925,8
305403,9
397024,9
516132,9
670972,9
872264,9
1133944,9
1474128,10
1916367,10
2491278,10
3238662,10
4210261,10
5473340,11
7115342,10
9249945,11
12024929,11
15632408,11
20322131,11
26418771,11
34344403,11
44647724,12
58042042,12
75454655,12
98091052,12
127518368,12
165773879,13
215506043,13
280157856,13
364205213,13
473466777,13
615506811,14
