128,128039
256,183610
512,217590
1024,277859
2048,390512
4096,621067
8192,1069457
16384,1968289
32768,3758506
65536,7331990
131072,14482678
262144,28780461
524288,57365709
1048576,114537084
2097152,228880039
4194304,457474661
8388608,914660387
16777216,1829033907
33554432,3657786509
67108864,7315331109
