10,0
13,0
17,0
23,0
30,0
39,0
51,0
67,0
88,0
115,0
150,0
195,0
254,0
331,0
431,0
561,0
730,0
949,0
1234,0
1605,0
2087,0
2714,0
3529,0
4588,0
5965,0
7755,0
10082,0
13107,0
17040,1
22152,1
28798,2
37438,2
48670,3
63271,3
82253,4
106929,4
139008,5
180711,5
234925,6
305403,6
397024,7
516132,7
670972,8
872264,9
1133944,10
1474128,10
1916367,11
2491278,11
3238662,12
4210261,12
5473340,12
7115342,13
9249945,13
12024929,14
15632408,15
20322131,15
26418771,16
34344403,16
44647724,17
58042042,18
75454655,18
98091052,19
127518368,20
165773879,20
215506043,21
280157856,22
364205213,23
473466777,24
615506811,25
