10,104
13,111
17,118
23,127
30,134
39,142
51,150
67,158
88,167
115,174
150,183
195,191
254,198
331,208
431,216
561,224
730,233
949,240
1234,249
1605,257
2087,265
2714,274
3529,282
4588,290
5965,299
7755,306
10082,315
13107,324
17040,331
22152,340
28798,348
37438,357
48670,366
63271,373
82253,382
106929,390
139008,398
180711,407
234925,415
305403,423
397024,432
516132,440
670972,449
872264,457
1133944,465
1474128,474
1916367,481
2491278,490
3238662,499
4210261,506
5473340,515
7115342,523
9249945,531
12024929,541
15632408,548
20322131,557
26418771,565
34344403,573
44647724,582
58042042,590
75454655,598
98091052,607
127518368,614
165773879,624
215506043,632
280157856,639
364205213,649
473466777,656
615506811,665
